"","GoodStudent","Age","SocioEcon","RiskAversion","VehicleYear","ThisCarDam","RuggedAuto","Accident","MakeModel","DrivQuality","Mileage","Antilock","DrivingSkill","SeniorTrain","ThisCarCost","Theft","CarValue","HomeBase","AntiTheft","PropCost","OtherCarCost","OtherCar","MedCost","Cushioning","Airbag","ILiCost","DrivHist"
"6507","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6508","False","Adolescent","Prole","Adventurous","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Many"
"6509","False","Senior","Prole","Cautious","Current","None","EggShell","None","SportsCar","Excellent","TwentyThou","True","Normal","True","Thousand","False","TwentyThou","City","True","TenThou","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"6510","False","Adolescent","Middle","Normal","Current","Mild","Football","Mild","FamilySedan","Poor","Domino","True","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Many"
"6511","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6512","False","Senior","Middle","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","True","Thousand","False","FiveThou","Secure","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6513","False","Adult","Middle","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"6514","False","Adolescent","Prole","Adventurous","Current","Mild","Tank","Severe","FamilySedan","Poor","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","City","False","TenThou","TenThou","True","Thousand","Excellent","True","Thousand","Zero"
"6515","False","Adult","Middle","Normal","Older","None","Football","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6516","False","Senior","UpperMiddle","Normal","Current","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6517","True","Adolescent","UpperMiddle","Psychopath","Current","None","Football","None","FamilySedan","Normal","FiveThou","True","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Many"
"6518","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","Luxury","Excellent","TwentyThou","True","Expert","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6519","False","Senior","Middle","Normal","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6520","False","Senior","UpperMiddle","Normal","Current","None","Football","None","Luxury","Poor","FiveThou","True","SubStandard","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"6521","False","Adolescent","Middle","Normal","Older","Severe","EggShell","Severe","Economy","Poor","TwentyThou","False","SubStandard","False","TenThou","False","FiveThou","Secure","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Many"
"6522","False","Adolescent","Prole","Psychopath","Current","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","TenThou","City","False","Thousand","Thousand","False","Thousand","Poor","True","Thousand","Many"
"6523","False","Adolescent","Middle","Adventurous","Current","None","Tank","None","FamilySedan","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6524","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiveThou","False","Expert","True","Thousand","False","TenThou","City","True","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6525","False","Adult","Middle","Normal","Older","Severe","Football","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Suburb","False","HundredThou","TenThou","False","Thousand","Fair","False","Thousand","Many"
"6526","False","Adult","Middle","Normal","Older","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","Secure","True","TenThou","TenThou","True","Thousand","Fair","False","Thousand","Many"
"6527","False","Adolescent","Middle","Adventurous","Older","Severe","Football","Severe","FamilySedan","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","False","TenThou","TenThou","False","HundredThou","Fair","True","Thousand","Many"
"6528","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","Luxury","Normal","FiftyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","TenThou","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"6529","False","Senior","Prole","Cautious","Current","None","Tank","None","FamilySedan","Excellent","FiveThou","True","Expert","True","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Zero"
"6530","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6531","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","Domino","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"6532","False","Adult","UpperMiddle","Cautious","Older","None","Football","None","Luxury","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiftyThou","Secure","True","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6533","False","Adult","Middle","Adventurous","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"6534","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6535","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","One"
"6536","False","Adult","Prole","Normal","Older","Mild","Football","Moderate","FamilySedan","Poor","TwentyThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","TenThou","Fair","False","Thousand","Many"
"6537","False","Adult","UpperMiddle","Normal","Current","Severe","Tank","Moderate","FamilySedan","Poor","TwentyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Secure","False","HundredThou","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"6538","True","Adolescent","Prole","Cautious","Older","None","EggShell","None","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","Rural","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Many"
"6539","False","Adult","UpperMiddle","Normal","Current","Severe","Football","Severe","FamilySedan","Poor","Domino","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","HundredThou","TenThou","True","Thousand","Good","True","Thousand","Many"
"6540","False","Adolescent","Prole","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6541","False","Adult","UpperMiddle","Cautious","Current","Severe","Tank","Severe","Luxury","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","FiftyThou","Secure","True","Million","HundredThou","True","Thousand","Excellent","True","HundredThou","Zero"
"6542","False","Adolescent","Prole","Adventurous","Older","None","EggShell","None","SportsCar","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiftyThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"6543","True","Adolescent","UpperMiddle","Adventurous","Current","None","Tank","None","FamilySedan","Excellent","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6544","False","Adult","UpperMiddle","Cautious","Current","None","Football","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6545","False","Adult","Middle","Cautious","Older","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Rural","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6546","False","Senior","UpperMiddle","Normal","Older","Mild","Football","Moderate","SportsCar","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","True","HundredThou","HundredThou","True","TenThou","Fair","False","Thousand","Many"
"6547","False","Senior","UpperMiddle","Cautious","Older","Severe","EggShell","Severe","Economy","Excellent","FiveThou","False","Expert","True","TenThou","False","TenThou","Secure","True","TenThou","Thousand","True","TenThou","Fair","False","Thousand","Zero"
"6548","False","Senior","Prole","Cautious","Current","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","True","Thousand","False","TenThou","City","True","TenThou","Thousand","False","Thousand","Good","True","Thousand","Zero"
"6549","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6550","False","Adult","UpperMiddle","Adventurous","Current","None","Football","None","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","City","True","Thousand","Thousand","False","Thousand","Excellent","True","Thousand","Many"
"6551","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Normal","Domino","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","TenThou","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6552","False","Senior","UpperMiddle","Normal","Current","Severe","EggShell","Moderate","SportsCar","Poor","FiftyThou","False","SubStandard","False","HundredThou","False","TwentyThou","Suburb","True","HundredThou","Thousand","True","Thousand","Poor","True","Thousand","One"
"6553","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","One"
"6554","False","Adult","UpperMiddle","Normal","Older","None","EggShell","None","SportsCar","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Secure","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6555","False","Adult","UpperMiddle","Cautious","Current","Mild","Football","Moderate","Luxury","Poor","FiftyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","One"
"6556","False","Senior","Prole","Cautious","Current","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","TwentyThou","Rural","True","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"6557","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6558","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"6559","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Poor","FiveThou","True","SubStandard","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Many"
"6560","False","Senior","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","Domino","False","Expert","True","Thousand","False","FiveThou","City","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"6561","False","Adolescent","Middle","Normal","Current","None","Football","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6562","False","Adult","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","TwentyThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6563","False","Adult","Middle","Normal","Current","None","Tank","Mild","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6564","False","Adult","Prole","Normal","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"6565","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"6566","False","Adult","Middle","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"6567","False","Senior","UpperMiddle","Normal","Current","None","EggShell","None","SportsCar","Normal","FiftyThou","True","Normal","True","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"6568","False","Adult","Prole","Adventurous","Current","None","Football","None","Economy","Excellent","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","False","TenThou","Thousand","False","Thousand","Good","True","Thousand","Many"
"6569","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Excellent","TwentyThou","False","Expert","True","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6570","True","Adolescent","UpperMiddle","Normal","Current","None","Football","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"6571","False","Adult","Middle","Normal","Older","Moderate","EggShell","Moderate","SportsCar","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","HundredThou","HundredThou","True","Thousand","Poor","False","HundredThou","Many"
"6572","False","Adult","UpperMiddle","Cautious","Current","Mild","Football","Mild","Luxury","Poor","TwentyThou","True","SubStandard","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","One"
"6573","False","Adult","Prole","Adventurous","Older","None","Tank","None","FamilySedan","Excellent","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Good","False","Thousand","Zero"
"6574","False","Adolescent","Middle","Cautious","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6575","False","Adult","Prole","Cautious","Older","Severe","EggShell","Severe","Economy","Poor","FiftyThou","False","SubStandard","False","TenThou","False","FiveThou","City","True","Million","HundredThou","False","Million","Poor","False","Thousand","Zero"
"6576","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Fair","False","Thousand","One"
"6577","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6578","False","Adult","Wealthy","Adventurous","Current","None","Football","None","SuperLuxury","Normal","FiveThou","True","Normal","False","Thousand","False","Million","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"6579","False","Adolescent","Prole","Normal","Older","None","Football","None","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6580","False","Senior","Prole","Cautious","Older","Severe","EggShell","Severe","Economy","Poor","Domino","False","SubStandard","True","TenThou","False","FiveThou","City","True","TenThou","TenThou","True","Thousand","Poor","False","Thousand","Many"
"6581","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiveThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6582","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Moderate","Economy","Poor","Domino","False","Normal","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6583","False","Adolescent","Prole","Adventurous","Older","Severe","EggShell","Severe","SportsCar","Poor","Domino","False","SubStandard","False","TenThou","False","FiveThou","City","False","Million","HundredThou","False","TenThou","Fair","False","Million","Many"
"6584","False","Adult","Prole","Cautious","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Expert","False","Thousand","False","FiveThou","City","True","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6585","False","Adult","UpperMiddle","Normal","Current","None","Tank","None","Luxury","Poor","FiveThou","True","SubStandard","False","Thousand","False","FiftyThou","Rural","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Many"
"6586","False","Adult","Middle","Cautious","Older","None","Tank","None","FamilySedan","Normal","FiveThou","False","Normal","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"6587","True","Adolescent","UpperMiddle","Normal","Current","None","EggShell","None","Luxury","Excellent","FiftyThou","True","Expert","False","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"6588","False","Adult","UpperMiddle","Normal","Current","None","Football","None","Luxury","Normal","TwentyThou","True","Normal","False","Thousand","False","FiftyThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6589","False","Adult","Middle","Cautious","Older","None","EggShell","None","SportsCar","Excellent","TwentyThou","True","Expert","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6590","False","Senior","Prole","Cautious","Older","None","EggShell","None","SportsCar","Excellent","TwentyThou","False","Expert","True","Thousand","False","TenThou","City","True","Thousand","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"6591","False","Adult","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","One"
"6592","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6593","False","Adult","Prole","Cautious","Current","None","Football","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","TwentyThou","City","True","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"6594","False","Adult","UpperMiddle","Adventurous","Older","None","Football","None","Luxury","Normal","FiftyThou","False","Normal","False","Thousand","False","FiftyThou","Secure","False","TenThou","Thousand","True","Thousand","Poor","False","Thousand","Many"
"6595","False","Senior","Prole","Adventurous","Older","None","EggShell","None","Economy","Normal","Domino","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6596","False","Adult","Middle","Normal","Current","None","Football","None","FamilySedan","Excellent","FiftyThou","False","Expert","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
"6597","False","Adult","Middle","Adventurous","Current","Moderate","Football","Moderate","FamilySedan","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","Thousand","True","Thousand","Excellent","True","HundredThou","Many"
"6598","False","Senior","Middle","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"6599","False","Adult","Wealthy","Normal","Current","None","EggShell","None","SportsCar","Normal","FiveThou","True","Normal","False","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Poor","True","Thousand","Zero"
"6600","False","Adult","Middle","Normal","Older","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6601","False","Adult","UpperMiddle","Cautious","Current","Severe","Football","Severe","Luxury","Poor","FiftyThou","True","SubStandard","False","HundredThou","False","FiftyThou","Secure","True","HundredThou","TenThou","False","Thousand","Good","True","Thousand","One"
"6602","False","Adult","Middle","Cautious","Current","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6603","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Poor","FiftyThou","False","SubStandard","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","One"
"6604","False","Senior","UpperMiddle","Cautious","Current","None","Football","None","Luxury","Excellent","FiftyThou","True","Expert","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"6605","False","Adult","Middle","Normal","Current","None","EggShell","None","FamilySedan","Normal","FiftyThou","True","Normal","False","Thousand","False","TwentyThou","Suburb","False","Thousand","Thousand","False","Thousand","Fair","True","Thousand","Zero"
"6606","False","Adult","Middle","Normal","Current","Moderate","EggShell","Moderate","FamilySedan","Poor","Domino","True","SubStandard","False","HundredThou","False","TwentyThou","Suburb","False","HundredThou","Thousand","False","Thousand","Fair","True","Thousand","One"
"6607","False","Adolescent","Middle","Adventurous","Older","None","Football","None","FamilySedan","Normal","FiveThou","False","Normal","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"6608","False","Senior","Middle","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","Zero"
"6609","True","Adolescent","UpperMiddle","Normal","Older","Mild","Football","Mild","Luxury","Poor","TwentyThou","False","SubStandard","False","Thousand","False","FiveThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Many"
"6610","False","Adult","Prole","Adventurous","Older","None","Tank","None","FamilySedan","Poor","FiveThou","False","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Many"
"6611","False","Senior","Middle","Cautious","Older","Severe","Football","Severe","FamilySedan","Poor","TwentyThou","False","SubStandard","True","TenThou","False","FiveThou","Secure","True","HundredThou","HundredThou","True","TenThou","Fair","False","Thousand","Many"
"6612","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"6613","False","Senior","Prole","Adventurous","Older","None","EggShell","None","Economy","Excellent","FiftyThou","False","Normal","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Poor","False","Thousand","One"
"6614","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","True","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"6615","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Severe","SportsCar","Poor","TwentyThou","False","Normal","False","TenThou","False","FiveThou","City","False","HundredThou","HundredThou","False","TenThou","Fair","False","HundredThou","Zero"
"6616","False","Adult","Prole","Adventurous","Older","Severe","EggShell","Moderate","Economy","Poor","FiftyThou","False","Normal","False","TenThou","False","FiveThou","City","False","TenThou","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6617","False","Adult","Prole","Normal","Older","None","EggShell","None","SportsCar","Normal","TwentyThou","False","Normal","False","Thousand","False","TwentyThou","Rural","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Zero"
"6618","False","Senior","Middle","Cautious","Older","Severe","EggShell","Severe","SportsCar","Poor","Domino","False","SubStandard","True","TenThou","False","FiveThou","Secure","True","HundredThou","TenThou","False","TenThou","Fair","False","Million","Many"
"6619","False","Senior","UpperMiddle","Adventurous","Current","Mild","EggShell","Mild","SportsCar","Poor","Domino","True","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","True","Thousand","Good","True","Thousand","Many"
"6620","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","FiftyThou","False","Normal","False","Thousand","False","FiveThou","Rural","False","TenThou","Thousand","False","Thousand","Fair","False","Thousand","Zero"
"6621","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","Thousand","Thousand","True","Thousand","Good","False","Thousand","Zero"
"6622","False","Adult","Prole","Normal","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","False","Thousand","False","FiveThou","Suburb","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6623","False","Adult","Middle","Normal","Older","None","Tank","None","FamilySedan","Normal","FiftyThou","False","Normal","False","Thousand","False","TenThou","Suburb","False","TenThou","Thousand","True","Thousand","Good","False","Thousand","Zero"
"6624","False","Adult","Prole","Adventurous","Current","None","EggShell","None","SportsCar","Poor","TwentyThou","True","SubStandard","False","Thousand","False","TwentyThou","City","False","Thousand","Thousand","False","Thousand","Good","True","Thousand","Many"
"6625","False","Adolescent","Prole","Adventurous","Older","Mild","EggShell","Mild","Economy","Poor","TwentyThou","False","Normal","False","Thousand","False","FiveThou","City","False","TenThou","Thousand","False","Thousand","Poor","False","Thousand","Zero"
"6626","False","Adult","Middle","Normal","Older","Mild","Tank","Mild","FamilySedan","Excellent","TwentyThou","False","Expert","False","Thousand","False","FiveThou","Suburb","True","Thousand","Thousand","True","Thousand","Excellent","False","Thousand","Zero"
"6627","False","Adult","Prole","Normal","Older","None","EggShell","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6628","False","Senior","Prole","Normal","Older","None","EggShell","None","Economy","Poor","FiveThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Many"
"6629","False","Adult","Prole","Adventurous","Older","Moderate","EggShell","Moderate","Economy","Poor","FiftyThou","False","SubStandard","False","Thousand","False","FiveThou","City","False","Thousand","Thousand","True","Million","Poor","False","Thousand","Many"
"6630","False","Senior","UpperMiddle","Cautious","Current","None","Tank","None","Luxury","Normal","TwentyThou","True","Normal","True","Thousand","False","FiftyThou","Secure","True","Thousand","Thousand","True","Thousand","Excellent","True","Thousand","Zero"
"6631","False","Senior","Middle","Cautious","Current","None","Football","None","FamilySedan","Normal","FiftyThou","False","Normal","True","Thousand","False","TwentyThou","Secure","True","Thousand","Thousand","True","Thousand","Good","True","Thousand","Zero"
"6632","False","Senior","Prole","Cautious","Older","None","Football","None","FamilySedan","Normal","TwentyThou","False","Normal","True","Thousand","False","TenThou","City","True","Thousand","Thousand","True","Thousand","Fair","False","Thousand","Zero"
"6633","False","Adult","UpperMiddle","Cautious","Current","None","Football","None","Economy","Normal","TwentyThou","False","Normal","False","Thousand","False","TenThou","Secure","True","Thousand","Thousand","True","Thousand","Fair","True","Thousand","Zero"
